,Reviews,Summary
270,"[[-0.1566122  -0.10288347 -0.2245065  ...  0.06161484  0.15725067
   0.05393865]
 [ 0.29193085  0.11328875 -0.0910655  ... -0.13881832 -0.10197924
   0.00996573]
 [ 0.01508036 -0.04912918 -0.21897027 ...  0.12566413  0.08047127
  -0.00949813]
 [-0.25917435 -0.04354083 -0.08507908 ... -0.20234601  0.04942282
   0.15399829]
 [ 0.16878243  0.18719675 -0.02658443 ... -0.35117006  0.06617901
   0.206119  ]]","Камера с хорошим качеством съемки, но объектив легко царапается и есть проблемы с фокусировкой."
271,"[[-0.06165013  0.01346432 -0.06713586 ... -0.0932248   0.22080798
   0.17688626]
 [-0.05530262  0.23630944 -0.19473386 ... -0.28184852  0.21548699
   0.10960341]
 [-0.09913282  0.49700233 -0.1658761  ... -0.41649604  0.09581441
   0.07265431]
 [ 0.21149457  0.04260997 -0.01497819 ...  0.2977566   0.4000945
   0.32769248]
 [ 0.00377926 -0.00500751 -0.22290549 ... -0.01755405  0.49015644
   0.0192076 ]]","Гироскутер с хорошей мощностью, но тяжеловат и требует длительной зарядки."
272,"[[ 0.0112469   0.17456841 -0.15515754 ...  0.04144157  0.02277781
   0.2135468 ]
 [ 0.13683806  0.07853507 -0.05338808 ...  0.01453393  0.20101087
  -0.01756687]
 [ 0.13648671 -0.0241472   0.30610517 ... -0.13602147  0.28059047
   0.05651441]
 [-0.03288481  0.00251118 -0.07093237 ... -0.39862773 -0.0106545
   0.15254542]
 [ 0.22175486  0.03592254 -0.01153484 ...  0.05577916  0.38543338
   0.02327248]]","Микроволновка с хорошим качеством, но шумная и плохо разогревает большие порции."
273,"[[-0.38725337  0.06979981  0.22215417 ...  0.25061366  0.26085398
   0.20956768]
 [ 0.0303343   0.02458476 -0.05554101 ... -0.14421421  0.19659558
   0.04396174]
 [-0.24565719  0.39824504 -0.12012655 ... -0.24948929  0.06651007
   0.01635511]
 [-0.03294537 -0.01641192  0.13384885 ...  0.14812548  0.32560623
   0.23414935]
 [-0.09488679 -0.01800308 -0.00292195 ... -0.36206058  0.16269574
   0.05260567]]","Смарт-часы с хорошим качеством, но ограничены в функционале и слишком дорогие."
274,"[[-0.28188953  0.25509953 -0.13506927 ... -0.06861719  0.2593435
   0.0507641 ]
 [ 0.06975751  0.04873133 -0.12244325 ... -0.13284478  0.1841893
   0.1716083 ]
 [ 0.22420844  0.06854282  0.19759844 ...  0.19132055  0.22020088
   0.04771835]
 [ 0.20991659 -0.01273657  0.15271649 ...  0.1255978   0.3869339
   0.19008017]
 [ 0.08421025  0.15841714  0.06142935 ... -0.3974746  -0.16264665
   0.07806046]]","Робот-пылесос с хорошей работоспособностью, но застревает на коврах и дорогой."
275,"[[ 0.11916676  0.06912525 -0.08268952 ...  0.19631262  0.21710694
   0.1752365 ]
 [-0.14613833  0.06853336 -0.19594073 ... -0.33635122  0.5191089
   0.026948  ]
 [-0.00269799 -0.07545954  0.0768721  ... -0.08825032  0.44270945
   0.07207496]
 [-0.12405987  0.10200889 -0.01367492 ...  0.00626339  0.47838333
   0.1887054 ]
 [ 0.10860111 -0.03570135 -0.07384469 ... -0.06425581  0.3487113
   0.11740253]]","Миксер с хорошей мощностью, но громоздкий и имеет проблемы с креплением."
276,"[[-0.19350548  0.5246439  -0.00164951 ...  0.03485109  0.0738632
   0.00362439]
 [ 0.17142718  0.26469222 -0.0093617  ... -0.3486942   0.05627117
   0.06870999]
 [-0.01311058  0.4018902  -0.08970585 ... -0.22994463  0.24911773
   0.07978837]
 [-0.06183759  0.1551562   0.02921801 ... -0.00428976  0.23594001
   0.09369101]
 [-0.08464383  0.15786083  0.12034062 ... -0.04283901  0.4383925
   0.15769158]]","Фонарь яркий и надежный, но быстро разряжается и тяжеловат."
277,"[[-0.09502604 -0.01301968 -0.09812089 ...  0.17622937  0.25027916
   0.1575085 ]
 [ 0.13836747  0.06493308 -0.17408165 ... -0.07403485  0.28362808
   0.1420396 ]
 [ 0.18825479  0.08568569  0.10139755 ...  0.10696495  0.07755402
   0.15465988]
 [-0.14733243  0.10752308  0.01218033 ...  0.28643852  0.4356067
   0.0060397 ]
 [ 0.14250581  0.12839173 -0.10046791 ... -0.25061706  0.10383581
   0.07608262]]","Робот-пылесос с хорошей мощностью, но шумный и дорогой."
278,"[[ 0.00503915 -0.3046842  -0.11142798 ...  0.38310862  0.3628279
  -0.04940657]
 [-0.2209223  -0.1376129  -0.09154491 ...  0.19748624  0.24868223
  -0.03510424]
 [-0.06076286  0.06115687  0.084216   ...  0.03104441  0.4086855
   0.06242464]
 [ 0.308357    0.16359957 -0.08885053 ...  0.13479814  0.27899534
   0.0886446 ]
 [-0.0549119  -0.02787883 -0.14369473 ... -0.4162937   0.36091724
  -0.03096844]]","Кофемашина с отличным кофе, но требует регулярной чистки и капсулы дорогие."
279,"[[ 0.12655133 -0.2738463   0.12370564 ...  0.15234166  0.25142762
   0.03506846]
 [ 0.01890836  0.13311312 -0.37538135 ...  0.08069322  0.37574795
   0.14322932]
 [-0.04836652 -0.04447433  0.00595302 ... -0.27623612  0.02057821
   0.05434538]
 [ 0.19324914  0.01994096  0.20503813 ...  0.17652638  0.25806674
   0.07216649]
 [-0.07472475 -0.08914497 -0.02306211 ...  0.2626246   0.22272465
   0.05284523]]","Телевизор с отличным качеством изображения, но слабый звук и проблемы с Wi-Fi."
280,"[[ 0.13525628  0.11415052 -0.15209827 ... -0.01501004  0.3500524
   0.17057349]
 [ 0.05340647 -0.04816243 -0.03063994 ... -0.20951647  0.05693781
   0.13190237]
 [ 0.12711036  0.20721518  0.22026953 ...  0.01454378  0.32123291
   0.09969682]
 [ 0.1347566  -0.09460927  0.07264961 ...  0.1405945   0.33586892
   0.21963942]
 [-0.01899207  0.01913872  0.14957312 ...  0.31085366  0.39060366
   0.14204182]]","Наушники с хорошим качеством звука, но не очень удобные для долгого ношения и дорогостоящие."
281,"[[ 3.75179872e-02  5.19753024e-02  1.00253962e-01 ... -4.38503642e-03
  -7.07045803e-03 -1.12159387e-03]
 [-6.87613711e-02  1.07604086e-01  1.60980751e-04 ...  2.41180539e-01
   4.20871496e-01  1.90959334e-01]
 [ 4.17138860e-02 -9.09187049e-02  2.71000825e-02 ... -2.28620023e-01
   3.41221273e-01  1.29718393e-01]
 [ 1.37551501e-01  1.59437228e-02  1.50967598e-01 ...  7.57078221e-03
   4.00403529e-01  1.99009299e-01]
 [-8.79177228e-02  1.21887371e-01 -3.24571058e-02 ...  1.79486245e-01
   3.46157044e-01  1.02029495e-01]]","Пылесос мощный и удобный, но шумный и требует частой очистки."
282,"[[-0.05469673  0.05471881 -0.07443104 ...  0.00271285  0.06239022
   0.15012698]
 [-0.2530534   0.46626234 -0.0490386  ... -0.20061101  0.22816092
  -0.04198876]
 [ 0.14765267 -0.0218623   0.06558774 ... -0.0216935   0.20797645
  -0.00146547]
 [-0.21091586  0.13337918  0.01817357 ... -0.23428567  0.19042681
   0.11969721]
 [ 0.02585803  0.08053513  0.04081721 ...  0.24026388  0.41591853
  -0.20145677]]","Часы с хорошим дизайном и функциями, но сложно настроить и склонны к повреждениям."
283,"[[-0.2591539   0.72111017 -0.12891905 ... -0.180371    0.10486285
  -0.04796621]
 [-0.02051651 -0.05079285 -0.08266095 ... -0.02557993  0.33052462
   0.11999957]
 [ 0.00966229 -0.05409638  0.0932938  ... -0.02903121 -0.06347187
   0.0228682 ]
 [ 0.12233399 -0.05292186  0.10272672 ...  0.31295815  0.426462
   0.11912419]
 [-0.20881161 -0.35155627  0.03722264 ...  0.04284994  0.3308992
   0.02967283]]","Смартфон с отличной камерой и быстродействием, но слабая батарея и проблемы с обновлениями."
284,"[[ 0.059638    0.32797834 -0.04575004 ... -0.07572211  0.2740493
   0.07979604]
 [ 0.13486026 -0.08445111 -0.03779161 ...  0.01653253  0.3092873
   0.1995058 ]
 [-0.08025093  0.16519473  0.01269999 ...  0.32387832  0.04587226
   0.05312212]
 [-0.20351104  0.36540768  0.02028831 ... -0.06671346  0.32139623
  -0.06907905]
 [ 0.16109094  0.2086099   0.00714585 ...  0.08314743  0.26879683
   0.09197349]]","Ноутбук мощный и компактный, но перегревается и имеет проблемы с батареей."
285,"[[ 0.03813148  0.01674119 -0.11664883 ...  0.559862    0.5351724
   0.06048091]
 [ 0.3198077   0.37265557 -0.08573337 ... -0.13987133 -0.06777776
   0.19512811]
 [ 0.03313093 -0.02961179 -0.10017728 ... -0.08551095  0.33041936
   0.17023431]
 [ 0.1852638   0.18701223  0.3768202  ...  0.00286414  0.12197696
   0.1660466 ]
 [ 0.0150397   0.2084659   0.05037593 ... -0.01581659  0.272484
   0.0602352 ]]","Чайник быстрый и стильный, но шумный и требует ухода."
286,"[[-0.03557761  0.09101499 -0.05778964 ... -0.32227966  0.38023064
   0.17329343]
 [ 0.01037766  0.17654327  0.08778013 ... -0.33907714  0.30250925
   0.14111036]
 [-0.14396897 -0.03738507  0.01524747 ...  0.05832339  0.41302416
   0.16935246]
 [-0.02493274  0.03303801 -0.01146839 ... -0.01687681  0.24457343
   0.04850424]
 [-0.10429031  0.12832147 -0.02943583 ... -0.15181695  0.39674315
   0.09899741]]","Утюг мощный и удобный, но немного тяжеловат и требует времени на разогрев."
287,"[[ 0.1032526  -0.05116907  0.02762057 ... -0.23889592  0.06255272
   0.06987223]
 [-0.01731233 -0.05389831 -0.02218229 ...  0.26429218  0.34126994
  -0.23497084]
 [ 0.21127306  0.03513553  0.11738773 ...  0.20282154  0.4021226
  -0.07310955]
 [ 0.01083307 -0.01551002  0.30844545 ... -0.10470187  0.2923683
   0.10004409]
 [-0.02783535 -0.00403689  0.1402615  ... -0.33107433  0.42092267
   0.08618806]]","Стиральная машина эффективная и тихая, но требует много воды и места."
288,"[[ 0.3251421   0.07369861  0.04365228 ... -0.06443508  0.00521551
   0.30480903]
 [ 0.40737662  0.04104019 -0.1714433  ...  0.19611724  0.35617152
   0.18520181]
 [ 0.08628093 -0.02076582  0.02422464 ...  0.23254226  0.37731892
   0.31617907]
 [-0.20771997  0.2544315  -0.06330278 ... -0.31801274  0.1686338
   0.24018341]
 [ 0.20848145  0.01098976  0.14649451 ...  0.00176795  0.17339543
   0.09119765]]","Холодильник с большим объёмом, но шумный и имеет проблемы с заморозкой."
289,"[[-0.19566855  0.2050415   0.13640548 ... -0.13102245  0.1769802
  -0.00620594]
 [-0.03923921  0.26463884 -0.28451192 ... -0.04605443  0.6281444
   0.40526935]
 [-0.05570521  0.04824545 -0.11785898 ...  0.06662168  0.571902
   0.24226698]
 [ 0.01132976  0.10822302  0.17197515 ...  0.12451314  0.29898778
   0.23360439]
 [-0.1416182   0.08162863 -0.24746986 ... -0.01212701  0.26928362
   0.39101827]]","Принтер с хорошим качеством печати, но громоздкий и расходует много чернил."
290,"[[-0.03457445 -0.00610523 -0.09661972 ...  0.00331622  0.11864144
   0.17888823]
 [ 0.19110003 -0.02954668 -0.09317259 ...  0.21446818  0.42945006
   0.20741428]
 [ 0.12319394  0.07460966  0.11157158 ...  0.06480417  0.24790452
   0.02548313]
 [ 0.00569527  0.11305178 -0.04693541 ... -0.24252978  0.28589192
   0.08115841]
 [-0.01039586  0.12364375 -0.09330592 ... -0.08082431  0.12873536
   0.16152526]]","Миксер мощный и удобный, но шумный и занимает много места."
291,"[[-0.16496822  0.24565026  0.11469112 ... -0.01806046  0.29921296
   0.23978253]
 [-0.15854047  0.22879726 -0.02447435 ...  0.22403318  0.08206746
   0.05830302]
 [-0.10928661 -0.30518386  0.22493851 ... -0.10225542  0.1851766
   0.00295613]
 [-0.25865117  0.5487611  -0.06326158 ... -0.19924583  0.32433566
  -0.12676838]
 [ 0.03433668  0.02330387  0.08547029 ... -0.0969644   0.40981278
   0.1560984 ]]","Планшет с хорошим экраном и производительностью, но недостаточная память и функционал."
292,"[[ 0.02186777  0.50176305 -0.23984413 ...  0.16269922  0.3308251
   0.06280778]
 [ 0.02495418  0.10041586  0.0412721  ...  0.15393867  0.47806767
   0.04606428]
 [ 0.19165696 -0.09443367 -0.12293705 ...  0.06597589  0.3495589
   0.06520496]
 [-0.02392969  0.09219054  0.16835655 ... -0.2341348   0.16281317
   0.27602273]
 [ 0.02418053 -0.00376792 -0.00618762 ... -0.13132866  0.3824667
   0.05853962]]","Педаль для велосипеда удобная и прочная, но сложная в настройке и требует ухода."
293,"[[-0.14522986  0.0074453   0.26312807 ...  0.17762814  0.28382108
   0.3922493 ]
 [ 0.05236377 -0.07126447  0.01759629 ... -0.01126445 -0.05385137
  -0.00448077]
 [ 0.03493681  0.02615048 -0.1183441  ...  0.07668904  0.40232417
   0.12221745]
 [ 0.24946414 -0.00816669  0.09373965 ... -0.13435091  0.42084047
   0.20505345]
 [ 0.05542149 -0.15841979 -0.26616788 ...  0.12927909  0.38084263
   0.03082852]]","Флешка быстрая с хорошим объёмом памяти, но не защищена от влаги и иногда теряет соединение."
294,"[[-0.02773138  0.28415662 -0.0309127  ...  0.35942772  0.29624975
   0.05340904]
 [ 0.10668829 -0.01895486 -0.15618163 ... -0.0482761   0.06100398
   0.25680837]
 [ 0.2366725   0.31929415  0.04315808 ... -0.056065   -0.04137892
   0.18484755]
 [-0.08563761  0.15085198 -0.13969757 ... -0.12545913  0.32466805
   0.04516403]
 [ 0.0398829   0.17487963 -0.18392885 ... -0.08328199  0.34019926
   0.10238083]]","Очиститель воздуха эффективный и удобный, но требует ухода и может шуметь."
295,"[[-0.04972924 -0.00725276  0.14851965 ... -0.04103478  0.3071678
   0.13523883]
 [ 0.10610969  0.18901427 -0.31715283 ... -0.42507553  0.36020553
   0.008419  ]
 [ 0.06959745  0.17389509 -0.02844754 ... -0.11134994  0.2025645
   0.18764001]
 [ 0.15031011  0.0732269   0.1119952  ...  0.12622891  0.4105195
   0.23398603]
 [-0.20449147  0.08591593 -0.00321372 ...  0.03899506  0.38829297
   0.19975571]]","Блендер мощный и компактный, но шумит и сложно чистится."
296,"[[-0.11417416 -0.05807729 -0.01991734 ... -0.09754757  0.07716493
  -0.01717496]
 [ 0.32212964 -0.11998191 -0.00499233 ...  0.28356934  0.268366
   0.00782453]
 [ 0.42324275 -0.20441167  0.17907919 ...  0.10006487  0.10141072
  -0.04609551]
 [ 0.05009653  0.1544828  -0.01257792 ... -0.05308212  0.23935567
   0.21494626]
 [-0.06476397 -0.04497725 -0.07788969 ... -0.09313717  0.20469688
   0.00265044]]","Шкаф вместительный и красивый, но тяжеловат и трудный в сборке."
297,"[[ 0.09041993  0.15714046 -0.05184561 ...  0.02914715 -0.07876173
   0.10009808]
 [-0.02746421  0.03960105  0.04695443 ... -0.13594185  0.2955863
   0.11290175]
 [ 0.01935621  0.2543268  -0.06679114 ... -0.05191242  0.3249494
   0.07780136]
 [ 0.05096729  0.19390397 -0.22961994 ... -0.3014294   0.4493694
   0.11354666]
 [ 0.12994565  0.04234233  0.11894106 ...  0.25659665  0.43579045
  -0.1475708 ]]","Плита мощная и удобная, но громоздкая и требует тщательной очистки."
298,"[[-0.15672502  0.10356981 -0.06167658 ... -0.0680673   0.37785664
   0.1531252 ]
 [-0.02935661 -0.02744176  0.06546378 ...  0.18349035  0.31692764
   0.10097006]
 [ 0.10162637  0.0990648   0.07956204 ...  0.0069516   0.28953215
   0.3694357 ]
 [-0.07456604 -0.0872694   0.04024007 ... -0.19918427  0.26629093
   0.12077032]
 [ 0.01027404  0.15404637 -0.23967415 ... -0.22351636  0.43450725
   0.06907557]]","Машинка для стрижки эффективная, но не слишком мощная и трудная в использовании."
